order_date,product_id,warehouse_id,units_ordered,unit_cost
2026-02-19,IC019,CW02,8,3.32
2026-02-19,IC019,CW03,11,3.32
2026-02-19,IC019,CW04,9,3.32
2026-02-19,IC019,CW05,13,3.32
2026-02-19,IC020,CW01,12,1.45
2026-02-19,IC020,CW02,17,1.45
2026-02-19,IC020,CW03,17,1.45
2026-02-19,IC020,CW04,9,1.45
2026-02-19,IC020,CW05,11,1.45
2026-02-19,IC021,CW01,13,3.44
2026-02-19,IC021,CW02,9,3.44
2026-02-19,IC021,CW03,12,3.44
2026-02-19,IC021,CW04,17,3.44
2026-02-19,IC021,CW05,22,3.44
2026-02-19,IC022,CW01,11,3.68
2026-02-19,IC022,CW02,17,3.68
2026-02-19,IC022,CW03,14,3.68
2026-02-19,IC022,CW04,13,3.68
2026-02-19,IC022,CW05,10,3.68
2026-02-20,IC001,CW01,20,1.94
2026-02-20,IC001,CW02,22,1.94
2026-02-20,IC001,CW03,13,1.94
2026-02-20,IC001,CW04,18,1.94
2026-02-20,IC001,CW05,10,1.94
2026-02-20,IC002,CW01,19,1.37
2026-02-20,IC002,CW02,14,1.37
2026-02-20,IC002,CW03,19,1.37
2026-02-20,IC002,CW04,16,1.37
2026-02-20,IC002,CW05,17,1.37
2026-02-20,IC003,CW01,13,1.34
2026-02-20,IC003,CW02,14,1.34
2026-02-20,IC003,CW03,15,1.34
2026-02-20,IC003,CW04,16,1.34
2026-02-20,IC003,CW05,19,1.34
2026-02-20,IC004,CW01,20,4.32
2026-02-20,IC004,CW02,20,4.32
2026-02-20,IC004,CW03,27,4.32
2026-02-20,IC004,CW04,16,4.32
2026-02-20,IC004,CW05,12,4.32
2026-02-20,IC005,CW01,13,2.02
2026-02-20,IC005,CW02,17,2.02
2026-02-20,IC005,CW03,13,2.02
2026-02-20,IC005,CW04,22,2.02
2026-02-20,IC005,CW05,21,2.02
2026-02-20,IC006,CW01,18,3.1
2026-02-20,IC006,CW02,18,3.1
2026-02-20,IC006,CW03,21,3.1
2026-02-20,IC006,CW04,5,3.1
2026-02-20,IC006,CW05,14,3.1
2026-02-20,IC007,CW01,13,5.07
2026-02-20,IC007,CW02,20,5.07
2026-02-20,IC007,CW03,22,5.07
2026-02-20,IC007,CW04,18,5.07
2026-02-20,IC007,CW05,15,5.07
2026-02-20,IC008,CW01,17,2.75
2026-02-20,IC008,CW02,10,2.75
2026-02-20,IC008,CW03,15,2.75
2026-02-20,IC008,CW04,17,2.75
2026-02-20,IC008,CW05,14,2.75
2026-02-20,IC009,CW01,23,1.44
2026-02-20,IC009,CW02,20,1.44
2026-02-20,IC009,CW03,22,1.44
2026-02-20,IC009,CW04,20,1.44
2026-02-20,IC009,CW05,18,1.44
2026-02-20,IC010,CW01,31,5.79
2026-02-20,IC010,CW02,22,5.79
2026-02-20,IC010,CW03,24,5.79
2026-02-20,IC010,CW04,10,5.79
2026-02-20,IC010,CW05,17,5.79
2026-02-20,IC011,CW01,14,3.13
2026-02-20,IC011,CW02,14,3.13
2026-02-20,IC011,CW03,17,3.13
2026-02-20,IC011,CW04,21,3.13
2026-02-20,IC011,CW05,15,3.13
2026-02-20,IC012,CW01,17,4.92
2026-02-20,IC012,CW02,15,4.92
2026-02-20,IC012,CW03,12,4.92
2026-02-20,IC012,CW04,18,4.92
2026-02-20,IC012,CW05,19,4.92
2026-02-20,IC013,CW01,11,2.5
2026-02-20,IC013,CW02,13,2.5
2026-02-20,IC013,CW03,11,2.5
2026-02-20,IC013,CW04,17,2.5
2026-02-20,IC013,CW05,13,2.5
2026-02-20,IC014,CW01,10,4.59
2026-02-20,IC014,CW02,10,4.59
2026-02-20,IC014,CW03,21,4.59
2026-02-20,IC014,CW04,8,4.59
2026-02-20,IC014,CW05,12,4.59
2026-02-20,IC015,CW01,22,5.31
2026-02-20,IC015,CW02,13,5.31
2026-02-20,IC015,CW03,18,5.31
2026-02-20,IC015,CW04,27,5.31
2026-02-20,IC015,CW05,12,5.31
2026-02-20,IC016,CW01,11,1.55
2026-02-20,IC016,CW02,14,1.55
2026-02-20,IC016,CW03,24,1.55
2026-02-20,IC016,CW04,9,1.55
2026-02-20,IC016,CW05,19,1.55
2026-02-20,IC017,CW01,16,3.3
2026-02-20,IC017,CW02,22,3.3
2026-02-20,IC017,CW03,15,3.3
2026-02-20,IC017,CW04,18,3.3
2026-02-20,IC017,CW05,21,3.3
2026-02-20,IC018,CW01,20,5.15
2026-02-20,IC018,CW02,18,5.15
2026-02-20,IC018,CW03,23,5.15
2026-02-20,IC018,CW04,14,5.15
2026-02-20,IC018,CW05,17,5.15
2026-02-20,IC019,CW01,15,3.32
2026-02-20,IC019,CW02,15,3.32
2026-02-20,IC019,CW03,11,3.32
2026-02-20,IC019,CW04,22,3.32
2026-02-20,IC019,CW05,11,3.32
2026-02-20,IC020,CW01,16,1.45
2026-02-20,IC020,CW02,17,1.45
2026-02-20,IC020,CW03,18,1.45
2026-02-20,IC020,CW04,19,1.45
2026-02-20,IC020,CW05,12,1.45
2026-02-20,IC021,CW01,25,3.44
2026-02-20,IC021,CW02,26,3.44
2026-02-20,IC021,CW03,9,3.44
2026-02-20,IC021,CW04,14,3.44
2026-02-20,IC021,CW05,21,3.44
2026-02-20,IC022,CW01,21,3.68
2026-02-20,IC022,CW02,15,3.68
2026-02-20,IC022,CW03,11,3.68
2026-02-20,IC022,CW04,21,3.68
2026-02-20,IC022,CW05,13,3.68
2026-02-21,IC001,CW01,26,1.94
2026-02-21,IC001,CW02,15,1.94
2026-02-21,IC001,CW03,19,1.94
2026-02-21,IC001,CW04,19,1.94
2026-02-21,IC001,CW05,11,1.94
2026-02-21,IC002,CW01,10,1.37
2026-02-21,IC002,CW02,28,1.37
2026-02-21,IC002,CW03,18,1.37
2026-02-21,IC002,CW04,14,1.37
2026-02-21,IC002,CW05,13,1.37
2026-02-21,IC003,CW01,17,1.34
2026-02-21,IC003,CW02,16,1.34
2026-02-21,IC003,CW03,15,1.34
2026-02-21,IC003,CW04,22,1.34
2026-02-21,IC003,CW05,16,1.34
2026-02-21,IC004,CW01,22,4.32
2026-02-21,IC004,CW02,8,4.32
2026-02-21,IC004,CW03,14,4.32
2026-02-21,IC004,CW04,15,4.32
2026-02-21,IC004,CW05,20,4.32
2026-02-21,IC005,CW01,11,2.02
2026-02-21,IC005,CW02,13,2.02
2026-02-21,IC005,CW03,5,2.02
2026-02-21,IC005,CW04,17,2.02
2026-02-21,IC005,CW05,16,2.02
2026-02-21,IC006,CW01,21,3.1
2026-02-21,IC006,CW02,15,3.1
2026-02-21,IC006,CW03,17,3.1
2026-02-21,IC006,CW04,10,3.1
2026-02-21,IC006,CW05,14,3.1
2026-02-21,IC007,CW01,13,5.07
2026-02-21,IC007,CW02,19,5.07
2026-02-21,IC007,CW03,16,5.07
2026-02-21,IC007,CW04,26,5.07
2026-02-21,IC007,CW05,15,5.07
2026-02-21,IC008,CW01,18,2.75
2026-02-21,IC008,CW02,13,2.75
2026-02-21,IC008,CW03,10,2.75
2026-02-21,IC008,CW04,21,2.75
2026-02-21,IC008,CW05,16,2.75
2026-02-21,IC009,CW01,16,1.44
2026-02-21,IC009,CW02,17,1.44
2026-02-21,IC009,CW03,21,1.44
2026-02-21,IC009,CW04,12,1.44
2026-02-21,IC009,CW05,9,1.44
2026-02-21,IC010,CW01,12,5.79
2026-02-21,IC010,CW02,16,5.79
2026-02-21,IC010,CW03,21,5.79
2026-02-21,IC010,CW04,19,5.79
2026-02-21,IC010,CW05,2,5.79
2026-02-21,IC011,CW01,12,3.13
2026-02-21,IC011,CW02,11,3.13
2026-02-21,IC011,CW03,22,3.13
2026-02-21,IC011,CW04,22,3.13
2026-02-21,IC011,CW05,19,3.13
2026-02-21,IC012,CW01,17,4.92
2026-02-21,IC012,CW02,13,4.92
2026-02-21,IC012,CW03,15,4.92
2026-02-21,IC012,CW04,21,4.92
2026-02-21,IC012,CW05,14,4.92
2026-02-21,IC013,CW01,9,2.5
2026-02-21,IC013,CW02,16,2.5
2026-02-21,IC013,CW03,16,2.5
2026-02-21,IC013,CW04,13,2.5
2026-02-21,IC013,CW05,21,2.5
2026-02-21,IC014,CW01,8,4.59
2026-02-21,IC014,CW02,17,4.59
2026-02-21,IC014,CW03,18,4.59
2026-02-21,IC014,CW04,14,4.59
2026-02-21,IC014,CW05,21,4.59
2026-02-21,IC015,CW01,15,5.31
2026-02-21,IC015,CW02,19,5.31
2026-02-21,IC015,CW03,14,5.31
2026-02-21,IC015,CW04,23,5.31
2026-02-21,IC015,CW05,17,5.31
2026-02-21,IC016,CW01,22,1.55
2026-02-21,IC016,CW02,32,1.55
2026-02-21,IC016,CW03,18,1.55
2026-02-21,IC016,CW04,28,1.55
2026-02-21,IC016,CW05,16,1.55
2026-02-21,IC017,CW01,8,3.3
2026-02-21,IC017,CW02,12,3.3
2026-02-21,IC017,CW03,11,3.3
2026-02-21,IC017,CW04,24,3.3
2026-02-21,IC017,CW05,9,3.3
2026-02-21,IC018,CW01,21,5.15
2026-02-21,IC018,CW02,23,5.15
2026-02-21,IC018,CW03,16,5.15
2026-02-21,IC018,CW04,15,5.15
2026-02-21,IC018,CW05,19,5.15
2026-02-21,IC019,CW01,18,3.32
2026-02-21,IC019,CW02,23,3.32
2026-02-21,IC019,CW03,13,3.32
2026-02-21,IC019,CW04,10,3.32
2026-02-21,IC019,CW05,10,3.32
2026-02-21,IC020,CW01,17,1.45
2026-02-21,IC020,CW02,9,1.45
2026-02-21,IC020,CW03,20,1.45
2026-02-21,IC020,CW04,19,1.45
2026-02-21,IC020,CW05,14,1.45
2026-02-21,IC021,CW01,11,3.44
2026-02-21,IC021,CW02,16,3.44
2026-02-21,IC021,CW03,17,3.44
2026-02-21,IC021,CW04,20,3.44
2026-02-21,IC021,CW05,12,3.44
2026-02-21,IC022,CW01,22,3.68
2026-02-21,IC022,CW02,15,3.68
2026-02-21,IC022,CW03,16,3.68
2026-02-21,IC022,CW04,16,3.68
2026-02-21,IC022,CW05,26,3.68
2026-02-22,IC001,CW01,23,1.94
2026-02-22,IC001,CW02,11,1.94
2026-02-22,IC001,CW03,21,1.94
2026-02-22,IC001,CW04,16,1.94
2026-02-22,IC001,CW05,23,1.94
2026-02-22,IC002,CW01,17,1.37
2026-02-22,IC002,CW02,16,1.37
2026-02-22,IC002,CW03,13,1.37
2026-02-22,IC002,CW04,12,1.37
2026-02-22,IC002,CW05,20,1.37
2026-02-22,IC003,CW01,16,1.34
2026-02-22,IC003,CW02,16,1.34
2026-02-22,IC003,CW03,12,1.34
2026-02-22,IC003,CW04,11,1.34
2026-02-22,IC003,CW05,17,1.34
2026-02-22,IC004,CW01,24,4.32
2026-02-22,IC004,CW02,23,4.32
2026-02-22,IC004,CW03,26,4.32
2026-02-22,IC004,CW04,10,4.32
2026-02-22,IC004,CW05,14,4.32
2026-02-22,IC005,CW01,10,2.02
2026-02-22,IC005,CW02,17,2.02
2026-02-22,IC005,CW03,9,2.02
2026-02-22,IC005,CW04,22,2.02
2026-02-22,IC005,CW05,23,2.02
2026-02-22,IC006,CW01,14,3.1
2026-02-22,IC006,CW02,21,3.1
2026-02-22,IC006,CW03,15,3.1
2026-02-22,IC006,CW04,14,3.1
2026-02-22,IC006,CW05,18,3.1
2026-02-22,IC007,CW01,16,5.07
2026-02-22,IC007,CW02,15,5.07
2026-02-22,IC007,CW03,23,5.07
2026-02-22,IC007,CW04,18,5.07
2026-02-22,IC007,CW05,22,5.07
2026-02-22,IC008,CW01,14,2.75
2026-02-22,IC008,CW02,15,2.75
2026-02-22,IC008,CW03,18,2.75
2026-02-22,IC008,CW04,9,2.75
2026-02-22,IC008,CW05,12,2.75
2026-02-22,IC009,CW01,22,1.44
2026-02-22,IC009,CW02,11,1.44
2026-02-22,IC009,CW03,16,1.44
2026-02-22,IC009,CW04,13,1.44
2026-02-22,IC009,CW05,6,1.44
2026-02-22,IC010,CW01,11,5.79
2026-02-22,IC010,CW02,12,5.79
2026-02-22,IC010,CW03,14,5.79
2026-02-22,IC010,CW04,13,5.79
2026-02-22,IC010,CW05,15,5.79
2026-02-22,IC011,CW01,19,3.13
2026-02-22,IC011,CW02,17,3.13
2026-02-22,IC011,CW03,12,3.13
2026-02-22,IC011,CW04,10,3.13
2026-02-22,IC011,CW05,11,3.13
2026-02-22,IC012,CW01,19,4.92
2026-02-22,IC012,CW02,16,4.92
2026-02-22,IC012,CW03,17,4.92
2026-02-22,IC012,CW04,15,4.92
2026-02-22,IC012,CW05,5,4.92
2026-02-22,IC013,CW01,16,2.5
2026-02-22,IC013,CW02,16,2.5
2026-02-22,IC013,CW03,10,2.5
2026-02-22,IC013,CW04,17,2.5
2026-02-22,IC013,CW05,13,2.5
2026-02-22,IC014,CW01,6,4.59
2026-02-22,IC014,CW02,20,4.59
2026-02-22,IC014,CW03,15,4.59
2026-02-22,IC014,CW04,18,4.59
2026-02-22,IC014,CW05,21,4.59
2026-02-22,IC015,CW01,21,5.31
2026-02-22,IC015,CW02,14,5.31
2026-02-22,IC015,CW03,20,5.31
2026-02-22,IC015,CW04,10,5.31
2026-02-22,IC015,CW05,23,5.31
2026-02-22,IC016,CW01,16,1.55
2026-02-22,IC016,CW02,14,1.55
2026-02-22,IC016,CW03,10,1.55
2026-02-22,IC016,CW04,22,1.55
2026-02-22,IC016,CW05,19,1.55
2026-02-22,IC017,CW01,14,3.3
2026-02-22,IC017,CW02,10,3.3
2026-02-22,IC017,CW03,14,3.3
2026-02-22,IC017,CW04,17,3.3
2026-02-22,IC017,CW05,12,3.3
2026-02-22,IC018,CW01,11,5.15
2026-02-22,IC018,CW02,19,5.15
2026-02-22,IC018,CW03,13,5.15
2026-02-22,IC018,CW04,15,5.15
2026-02-22,IC018,CW05,12,5.15
2026-02-22,IC019,CW01,17,3.32
2026-02-22,IC019,CW02,14,3.32
2026-02-22,IC019,CW03,8,3.32
2026-02-22,IC019,CW04,16,3.32
2026-02-22,IC019,CW05,22,3.32
2026-02-22,IC020,CW01,29,1.45
2026-02-22,IC020,CW02,15,1.45
2026-02-22,IC020,CW03,22,1.45
2026-02-22,IC020,CW04,23,1.45
2026-02-22,IC020,CW05,17,1.45
2026-02-22,IC021,CW01,20,3.44
2026-02-22,IC021,CW02,15,3.44
2026-02-22,IC021,CW03,17,3.44
2026-02-22,IC021,CW04,18,3.44
2026-02-22,IC021,CW05,16,3.44
2026-02-22,IC022,CW01,12,3.68
2026-02-22,IC022,CW02,27,3.68
2026-02-22,IC022,CW03,27,3.68
2026-02-22,IC022,CW04,27,3.68
2026-02-22,IC022,CW05,16,3.68
2026-02-23,IC001,CW01,18,1.94
2026-02-23,IC001,CW02,16,1.94
2026-02-23,IC001,CW03,17,1.94
2026-02-23,IC001,CW04,7,1.94
2026-02-23,IC001,CW05,9,1.94
2026-02-23,IC002,CW01,12,1.37
2026-02-23,IC002,CW02,15,1.37
2026-02-23,IC002,CW03,10,1.37
2026-02-23,IC002,CW04,12,1.37
2026-02-23,IC002,CW05,9,1.37
2026-02-23,IC003,CW01,10,1.34
2026-02-23,IC003,CW02,3,1.34
2026-02-23,IC003,CW03,11,1.34
2026-02-23,IC003,CW04,10,1.34
2026-02-23,IC003,CW05,19,1.34
2026-02-23,IC004,CW01,10,4.32
2026-02-23,IC004,CW02,14,4.32
2026-02-23,IC004,CW03,9,4.32
2026-02-23,IC004,CW04,15,4.32
2026-02-23,IC004,CW05,12,4.32
2026-02-23,IC005,CW01,17,2.02
2026-02-23,IC005,CW02,18,2.02
2026-02-23,IC005,CW03,10,2.02
2026-02-23,IC005,CW04,16,2.02
2026-02-23,IC005,CW05,11,2.02
2026-02-23,IC006,CW01,18,3.1
2026-02-23,IC006,CW02,12,3.1
2026-02-23,IC006,CW03,15,3.1
2026-02-23,IC006,CW04,9,3.1
2026-02-23,IC006,CW05,18,3.1
2026-02-23,IC007,CW01,15,5.07
2026-02-23,IC007,CW02,8,5.07
2026-02-23,IC007,CW03,9,5.07
2026-02-23,IC007,CW04,18,5.07
2026-02-23,IC007,CW05,14,5.07
2026-02-23,IC008,CW01,19,2.75
2026-02-23,IC008,CW02,16,2.75
2026-02-23,IC008,CW03,11,2.75
2026-02-23,IC008,CW04,10,2.75
2026-02-23,IC008,CW05,16,2.75
2026-02-23,IC009,CW01,8,1.44
2026-02-23,IC009,CW02,5,1.44
2026-02-23,IC009,CW03,15,1.44
2026-02-23,IC009,CW04,5,1.44
2026-02-23,IC009,CW05,13,1.44
2026-02-23,IC010,CW01,10,5.79
2026-02-23,IC010,CW02,13,5.79
2026-02-23,IC010,CW03,16,5.79
2026-02-23,IC010,CW04,8,5.79
2026-02-23,IC010,CW05,16,5.79
2026-02-23,IC011,CW01,12,3.13
2026-02-23,IC011,CW02,16,3.13
2026-02-23,IC011,CW03,12,3.13
2026-02-23,IC011,CW04,11,3.13
2026-02-23,IC011,CW05,13,3.13
2026-02-23,IC012,CW01,18,4.92
2026-02-23,IC012,CW02,15,4.92
2026-02-23,IC012,CW03,12,4.92
2026-02-23,IC012,CW04,11,4.92
2026-02-23,IC012,CW05,10,4.92
2026-02-23,IC013,CW01,9,2.5
2026-02-23,IC013,CW02,11,2.5
2026-02-23,IC013,CW03,14,2.5
2026-02-23,IC013,CW04,13,2.5
2026-02-23,IC013,CW05,18,2.5
2026-02-23,IC014,CW01,20,4.59
2026-02-23,IC014,CW02,11,4.59
2026-02-23,IC014,CW03,12,4.59
2026-02-23,IC014,CW04,8,4.59
2026-02-23,IC014,CW05,11,4.59
2026-02-23,IC015,CW01,13,5.31
2026-02-23,IC015,CW02,10,5.31
2026-02-23,IC015,CW03,11,5.31
2026-02-23,IC015,CW04,14,5.31
2026-02-23,IC015,CW05,15,5.31
2026-02-23,IC016,CW01,14,1.55
2026-02-23,IC016,CW02,17,1.55
2026-02-23,IC016,CW03,14,1.55
2026-02-23,IC016,CW04,10,1.55
2026-02-23,IC016,CW05,8,1.55
2026-02-23,IC017,CW01,9,3.3
2026-02-23,IC017,CW02,12,3.3
2026-02-23,IC017,CW03,12,3.3
2026-02-23,IC017,CW04,7,3.3
2026-02-23,IC017,CW05,14,3.3
2026-02-23,IC018,CW01,17,5.15
2026-02-23,IC018,CW02,11,5.15
2026-02-23,IC018,CW03,21,5.15
2026-02-23,IC018,CW04,4,5.15
2026-02-23,IC018,CW05,10,5.15
2026-02-23,IC019,CW01,11,3.32
2026-02-23,IC019,CW02,19,3.32
2026-02-23,IC019,CW03,8,3.32
2026-02-23,IC019,CW04,16,3.32
2026-02-23,IC019,CW05,10,3.32
2026-02-23,IC020,CW01,4,1.45
2026-02-23,IC020,CW02,12,1.45
2026-02-23,IC020,CW03,6,1.45
2026-02-23,IC020,CW04,15,1.45
2026-02-23,IC020,CW05,2,1.45
2026-02-23,IC021,CW01,8,3.44
2026-02-23,IC021,CW02,9,3.44
2026-02-23,IC021,CW03,15,3.44
2026-02-23,IC021,CW04,16,3.44
2026-02-23,IC021,CW05,17,3.44
2026-02-23,IC022,CW01,7,3.68
2026-02-23,IC022,CW02,5,3.68
2026-02-23,IC022,CW03,14,3.68
2026-02-23,IC022,CW04,10,3.68
2026-02-23,IC022,CW05,10,3.68
2026-02-24,IC001,CW01,17,1.94
2026-02-24,IC001,CW02,16,1.94
2026-02-24,IC001,CW03,15,1.94
2026-02-24,IC001,CW04,14,1.94
2026-02-24,IC001,CW05,15,1.94
2026-02-24,IC002,CW01,11,1.37
2026-02-24,IC002,CW02,11,1.37
2026-02-24,IC002,CW03,9,1.37
2026-02-24,IC002,CW04,16,1.37
2026-02-24,IC002,CW05,15,1.37
2026-02-24,IC003,CW01,15,1.34
2026-02-24,IC003,CW02,11,1.34
2026-02-24,IC003,CW03,8,1.34
2026-02-24,IC003,CW04,13,1.34
2026-02-24,IC003,CW05,10,1.34
2026-02-24,IC004,CW01,10,4.32
2026-02-24,IC004,CW02,10,4.32
2026-02-24,IC004,CW03,12,4.32
2026-02-24,IC004,CW04,16,4.32
2026-02-24,IC004,CW05,13,4.32
2026-02-24,IC005,CW01,17,2.02
2026-02-24,IC005,CW02,11,2.02
2026-02-24,IC005,CW03,8,2.02
2026-02-24,IC005,CW04,10,2.02
2026-02-24,IC005,CW05,16,2.02
2026-02-24,IC006,CW01,16,3.1
2026-02-24,IC006,CW02,5,3.1
2026-02-24,IC006,CW03,13,3.1
2026-02-24,IC006,CW04,14,3.1
2026-02-24,IC006,CW05,14,3.1
2026-02-24,IC007,CW01,8,5.07
2026-02-24,IC007,CW02,12,5.07
2026-02-24,IC007,CW03,13,5.07
2026-02-24,IC007,CW04,8,5.07
2026-02-24,IC007,CW05,12,5.07
2026-02-24,IC008,CW01,14,2.75
2026-02-24,IC008,CW02,18,2.75
2026-02-24,IC008,CW03,17,2.75
2026-02-24,IC008,CW04,14,2.75
2026-02-24,IC008,CW05,17,2.75
2026-02-24,IC009,CW01,1,1.44
2026-02-24,IC009,CW02,16,1.44
2026-02-24,IC009,CW03,12,1.44
2026-02-24,IC009,CW04,16,1.44
2026-02-24,IC009,CW05,11,1.44
2026-02-24,IC010,CW01,14,5.79
2026-02-24,IC010,CW02,13,5.79
2026-02-24,IC010,CW03,13,5.79
2026-02-24,IC010,CW04,11,5.79
2026-02-24,IC010,CW05,8,5.79
2026-02-24,IC011,CW01,9,3.13
2026-02-24,IC011,CW02,10,3.13
2026-02-24,IC011,CW03,12,3.13
2026-02-24,IC011,CW04,9,3.13
2026-02-24,IC011,CW05,12,3.13
2026-02-24,IC012,CW01,14,4.92
2026-02-24,IC012,CW02,13,4.92
2026-02-24,IC012,CW03,16,4.92
2026-02-24,IC012,CW04,25,4.92
2026-02-24,IC012,CW05,13,4.92
2026-02-24,IC013,CW01,16,2.5
2026-02-24,IC013,CW02,17,2.5
2026-02-24,IC013,CW03,10,2.5
2026-02-24,IC013,CW04,8,2.5
2026-02-24,IC013,CW05,13,2.5
2026-02-24,IC014,CW01,8,4.59
2026-02-24,IC014,CW02,15,4.59
2026-02-24,IC014,CW03,16,4.59
2026-02-24,IC014,CW04,16,4.59
2026-02-24,IC014,CW05,5,4.59
2026-02-24,IC015,CW01,5,5.31
2026-02-24,IC015,CW02,11,5.31
2026-02-24,IC015,CW03,11,5.31
2026-02-24,IC015,CW04,10,5.31
2026-02-24,IC015,CW05,11,5.31
2026-02-24,IC016,CW01,7,1.55
2026-02-24,IC016,CW02,18,1.55
2026-02-24,IC016,CW03,12,1.55
2026-02-24,IC016,CW04,17,1.55
2026-02-24,IC017,CW01,17,3.3
2026-02-24,IC017,CW02,11,3.3
2026-02-24,IC017,CW03,20,3.3
2026-02-24,IC017,CW04,12,3.3
2026-02-24,IC017,CW05,15,3.3
2026-02-24,IC018,CW01,12,5.15
2026-02-24,IC018,CW02,11,5.15
2026-02-24,IC018,CW03,17,5.15
2026-02-24,IC018,CW04,12,5.15
2026-02-24,IC018,CW05,18,5.15
2026-02-24,IC019,CW01,17,3.32
2026-02-24,IC019,CW02,12,3.32
2026-02-24,IC019,CW03,12,3.32
2026-02-24,IC019,CW04,11,3.32
2026-02-24,IC019,CW05,12,3.32
2026-02-24,IC020,CW01,16,1.45
2026-02-24,IC020,CW02,13,1.45
2026-02-24,IC020,CW03,11,1.45
2026-02-24,IC020,CW04,9,1.45
2026-02-24,IC020,CW05,14,1.45
2026-02-24,IC021,CW01,14,3.44
2026-02-24,IC021,CW02,6,3.44
2026-02-24,IC021,CW03,11,3.44
2026-02-24,IC021,CW04,13,3.44
2026-02-24,IC021,CW05,16,3.44
2026-02-24,IC022,CW01,13,3.68
2026-02-24,IC022,CW02,6,3.68
2026-02-24,IC022,CW03,5,3.68
2026-02-24,IC022,CW04,19,3.68
2026-02-24,IC022,CW05,19,3.68
2026-02-25,IC001,CW01,9,1.94
2026-02-25,IC001,CW02,7,1.94
2026-02-25,IC001,CW03,14,1.94
2026-02-25,IC001,CW04,12,1.94
2026-02-25,IC001,CW05,15,1.94
2026-02-25,IC002,CW01,8,1.37
2026-02-25,IC002,CW02,8,1.37
2026-02-25,IC002,CW03,11,1.37
2026-02-25,IC002,CW04,18,1.37
2026-02-25,IC002,CW05,7,1.37
2026-02-25,IC003,CW01,20,1.34
2026-02-25,IC003,CW02,9,1.34
2026-02-25,IC003,CW03,8,1.34
2026-02-25,IC003,CW04,9,1.34
2026-02-25,IC003,CW05,8,1.34
2026-02-25,IC004,CW01,14,4.32
2026-02-25,IC004,CW02,13,4.32
2026-02-25,IC004,CW03,14,4.32
2026-02-25,IC004,CW04,18,4.32
2026-02-25,IC004,CW05,7,4.32
2026-02-25,IC005,CW01,10,2.02
2026-02-25,IC005,CW02,14,2.02
2026-02-25,IC005,CW03,19,2.02
2026-02-25,IC005,CW04,9,2.02
2026-02-25,IC005,CW05,8,2.02
2026-02-25,IC006,CW01,15,3.1
2026-02-25,IC006,CW02,24,3.1
2026-02-25,IC006,CW03,15,3.1
2026-02-25,IC006,CW04,10,3.1
2026-02-25,IC006,CW05,17,3.1
2026-02-25,IC007,CW01,16,5.07
2026-02-25,IC007,CW02,8,5.07
2026-02-25,IC007,CW03,23,5.07
2026-02-25,IC007,CW04,12,5.07
2026-02-25,IC007,CW05,15,5.07
2026-02-25,IC008,CW01,15,2.75
2026-02-25,IC008,CW02,11,2.75
2026-02-25,IC008,CW03,11,2.75
2026-02-25,IC008,CW04,11,2.75
2026-02-25,IC008,CW05,15,2.75
2026-02-25,IC009,CW01,17,1.44
2026-02-25,IC009,CW02,2,1.44
2026-02-25,IC009,CW04,8,1.44
2026-02-25,IC009,CW05,13,1.44
2026-02-25,IC010,CW01,17,5.79
2026-02-25,IC010,CW02,8,5.79
2026-02-25,IC010,CW03,14,5.79
2026-02-25,IC010,CW04,10,5.79
2026-02-25,IC010,CW05,12,5.79
2026-02-25,IC011,CW01,8,3.13
2026-02-25,IC011,CW02,6,3.13
2026-02-25,IC011,CW03,11,3.13
2026-02-25,IC011,CW04,13,3.13
2026-02-25,IC011,CW05,19,3.13
2026-02-25,IC012,CW01,13,4.92
2026-02-25,IC012,CW02,14,4.92
2026-02-25,IC012,CW03,20,4.92
2026-02-25,IC012,CW04,5,4.92
2026-02-25,IC012,CW05,6,4.92
2026-02-25,IC013,CW01,8,2.5
2026-02-25,IC013,CW02,6,2.5
2026-02-25,IC013,CW03,14,2.5
2026-02-25,IC013,CW04,10,2.5
2026-02-25,IC013,CW05,10,2.5
2026-02-25,IC014,CW01,13,4.59
2026-02-25,IC014,CW02,10,4.59
2026-02-25,IC014,CW03,14,4.59
2026-02-25,IC014,CW04,9,4.59
2026-02-25,IC014,CW05,15,4.59
2026-02-25,IC015,CW01,15,5.31
2026-02-25,IC015,CW02,14,5.31
2026-02-25,IC015,CW03,9,5.31
2026-02-25,IC015,CW04,9,5.31
2026-02-25,IC015,CW05,19,5.31
2026-02-25,IC016,CW01,12,1.55
2026-02-25,IC016,CW02,18,1.55
2026-02-25,IC016,CW03,14,1.55
2026-02-25,IC016,CW04,6,1.55
2026-02-25,IC016,CW05,6,1.55
2026-02-25,IC017,CW01,18,3.3
2026-02-25,IC017,CW02,7,3.3
2026-02-25,IC017,CW03,20,3.3
2026-02-25,IC017,CW04,7,3.3
2026-02-25,IC017,CW05,12,3.3
2026-02-25,IC018,CW01,16,5.15
2026-02-25,IC018,CW02,14,5.15
2026-02-25,IC018,CW03,12,5.15
2026-02-25,IC018,CW04,5,5.15
2026-02-25,IC018,CW05,16,5.15
2026-02-25,IC019,CW01,10,3.32
2026-02-25,IC019,CW02,12,3.32
2026-02-25,IC019,CW03,17,3.32
2026-02-25,IC019,CW04,3,3.32
2026-02-25,IC019,CW05,14,3.32
2026-02-25,IC020,CW01,12,1.45
2026-02-25,IC020,CW02,19,1.45
2026-02-25,IC020,CW03,5,1.45
